pdf_name,page,page_text,has_akkadian
afo_realien.pdf,1203,"Grammatik / Sumerisch / Nomen\nBlack, ZA 92, 70 (zusammengesetzte Monina) [Bd. 52 (2011), S. 547]. Selz, WZKM\n92, 144ff (deverbale Nomina im Vergleich zu Relativphrasen, -sätzen: ähnliche Bil-\ndungsprinzipien; subordinierendes -a weist auf Einmaligkeit des Aussage hin) [Bd. 52\n(2011), S. 547].\nGrammatik / sumerisch / Nomina\nSchramm, Historia Einzelschrift 40, 1ff. (Pluralbildung) [Bd. 33, S. 345].\nSiehe auch\n→Adjektiv\nGrammatik / Sumerisch / nomina actoris\nYoshikawa, ASJ 15, 180ff. [Bd. 42/43 (1995/1996), S. 406].\nGrammatik / Sumerisch / Nominalbildung\nAlster, Festschrift Vanstiphout, 20f. (zu anzu-amar: keine Genitivkonstruktion, son-\ndern Prämodifikation, ‘Young Anzu,’ ’Baby-Anzu,’ or ’Anzu-Chick’; zur Prämodifikation\nin den Schreibungen Anzus) [Bd. 52 (2011), S. 547].\nGrammatik / sumerisch / Nominalbildung\nKienast, ZA 65, 20ff. (Systematik) [Bd. 25 (1974/1977), S. 378].\nGrammatik / sumerisch / nominale Verbalformen\nKrecher, Or 47, 376ff. (Form, Gebrauch und die Determination; kein Gegensatz aktiv:\npassiv, auch nicht durch -/a/ bzw. -/o/) [Bd. 27 (1980), S. 374].\nGrammatik / Sumerisch / Nominalisierung\nWilcke, Festschrift Moran, 464ff. (N. parallele Sätze, -a nur am letzten) [Bd. 40/41\n(1993/1994), S. 394].\nGrammatik / sumerisch / Nominalisierung\nGragg, JNES 32, 1241 [Bd. 25 (1974/1977), S. 378]. Kienast, ZA 65, 27 (durch /a/\nam finiten Vb. oder durch den Ersatz des finiten Vb. Durch das Verbalnomen) [Bd. 25\n(1974/1977), S. 378].\n1201",false
momrak.pdf,328,"316\ninvolving negotiations or hybridisation should be emphasised when evaluating the\nsignificance of Greek interaction with the Near East, not the establishment of ethnically\ndefined enclaves.\n\nThe evidence for early Greek settlement at sites in the East, such as at Al Mina, is deemed\ninsufficient for calling these settlements colonies. Migration did not necessarily imply\ncolonisation, however, but may also have consisted in the settlement of smaller groups.\nMutatis mutandis, the evidence for Near Eastern people buried at Pithekoussai indicates the\npresence of a few families settled there. This may have been sufficient for the creation of a\nmiddle ground. The nature of trade in the Archaic period meant that personal contacts and\nlong term stays at trading sites was inevitable. Thus, the establishment of connections for\ntrade and exchange had potentially great cultural implications.",false
afo_realien.pdf,1563,"pl. XVIIff. (auf Siegeln) [Bd. 31 (1984), S. 271]. A. Salonen, Jagd (im alten Mes.,\nTermini in Teil 2 nicht aufgenommen) [Bd. 25 (1974/1977), S. 383].\nSiehe auch\n→Tiere →Schwein (Gransard-Desmond) →Ritual (Cultraro) →Falknerei →Schwein\n→Löwenjagd →Tierkampf →Knochenfunde →Schiffsdarstellungen →Rollsiegel →\nFallen\nJagdgott\nRittig, Or 52, 158. (in Glyptik) [Bd. 31 (1984), S. 271].\nJagdszene\nKeel-Leu und Teissier, OBO 200, 154ff. (auf neuassyr. Rollsiegeln) [Bd. 52 (2011),\nS. 562].\nJagdszenen\nMazzoni, Studi sugli avori di Ziwiye 37ff. (in den Elfenbeinarbeiten aus Ziwiye)\n[Bd. 26 (1979), S. 280].\nJagdtasche\nGüterbock, SAOC 47, 113ff. [Bd. 38/39 (1991/1992), S. 310].\nJagdtiere\nButz, BiOr 34, 282ff. [Bd. 27 (1980), S. 379].\nJäger\nMagen, BaFo 9, 29ff. (König als Jäger) [Bd. 35 (1988), S. 305]. Rosansky, Visual\nExpression, 156ff. (Siegelabrollungen aus Nuzi) [Bd. 35 (1988), S. 305].\nJaggig-Lim\nAnbar (Bernstein), IOS 3, 5ff. (KN, aB, Mari, Zsstlg. der Quellen mit Disk,) [Bd.\n25 (1974/1977), S. 383].\n1561",false
"Edwards, I.E.S. ed. - Early History of the Middle East. CAH  1.2, 1971.pdf",904,"874\nIMMIGRANTS FROM THE NORTH\nof advanced Bronze Age civilization, perhaps in north-eastern\nSyria or northern Mesopotamia (Hurrian areas) or Iran.1 How-\never, possession of well-trained horses may itself have given the\nnorthern peoples a sufficient military advantage. Even if they\ncould not fight effectively on horseback, they may have used their\nhorses for raiding and riding into battle. It has been assumed too\nreadily that Bronze Age peoples would not have developed the\nchariot if they had previously been accustomed to riding. The\nchariot was probably devised as a better means of using the breeds\nof horse which were available in flat country. It was superseded in\nthe first millennium B.C. partly because many communities could\nno longer afford the cost of chariotry, partly because stronger\nbreeds of horse and better harness and bits had made cavalry more\neffective. At the end of the third millennium the horse was still a\nnovelty. Even rather inefficient horsemen on small mounts would\nhave spread terror by their raids and attacks, and they would have\nbeen able to migrate rapidly and defeat and dominate settled\npeoples much more numerous than themselves.\nThe Indo-Europeans also appear to have developed a kind of\ntribal society which made for effective leadership in war. De-\nductions about their social organization should be cautious. They\nare based on what is known of Indo-European communities living\na thousand years or more after the presumed primary movements,\nand the migrations themselves would have promoted parallel\ndevelopment of institutions which made for success in minor\nwars. However, the same general pattern of monarchy is found\namong the Hittites of the sixteenth century B.C., in classical\nGreek communities of a conservative kind, and again among the\nearly Romans, the Macedonians in the fifth century B.C., and the\nGermans five hundred years later.2 The king appears to have been\nchosen for his ability as a leader in war. This is indicated by the\nformal acceptance which the earliest Macedonian kings received\nfrom their nobles, even though the succession had become essen-\ntially hereditary. All the peoples mentioned had a council of\nelders or nobles, or, as in the case of the Germans, an assembly of\nall free men of the tribe, or both. Where both existed, the' council'\nadvised the king, and the 'assembly' approved or rejected what\nhe proposed. Classical Sparta had its gerousia ('council of elders')\nand an apella which all male citizens over thirty could attend.\nRome had its senatus and comitia. Hittite texts of the Old Kingdom\nmention two councils: the pankus (apparently meaning 'the\n1 §n, 30, 8ff.;§vi, 1,68-71, 77; §vi, 5;§vi,6.\n2 G, 3, 24 f.; §vi, 3; see also p. 863.\nCambridge Histories Online © Cambridge University Press, 2008",false
"Anatolica 30, 2004.pdf",35,"ANATOLICA XXX, 2004\n35\nFig. 10. Grave gifts from the EBA cemetery at Ilıpınar. UA-UN, burial codes.\nIlıp2002 LM7 from burial UF (campaigne 2002).",false
RGTC-10 Fincke (1993).pdf,226,"Systematischer Index\nIn dem folgenden systematischen Index wurden geographische Termini sowie Begriffe\nund Vorgänge aus den Bereichen von Gesellschaft, Wirtschaft, Stadt, Kult u. a. m.\naufgeführt, soweit sie durch Verbindung mit einem Orts- oder Gewässernamen einen\nhestimmten lokalen Bezug erkennen lassen.\nI. Geographie\nA Siedlungen\n1. Zu älu ""Stadt/Dorf' und dimtu ""Turm(bereich)"" s. Einleitung S. XX - XXV.\na) Stadtkern, 'Oherstadt' (kerIJu)\ns. dazu auch Einleitung S. XXI und Arnn. 48.\nArwa; Nnzi; dimtu SelwulJu; Tur!a\nh) äußere Stadt (URU sa babiinu): Tur!a\n2. Häuser\na) Palast (Ez.GAL)\n-\ns. auch III. A: Wirtschaftseinheiten (Atakkal; tlulumeni(we); Straße von NulJ-[ ]\nNuzi; Sinina; Tilpa!te; Tur!a) und VI. B: Sonstige Orte (Äl-ilani; ArraplJe; Nnzi;\nTa!enni(we); Temtena(!))\nÄl-ilani;\nAr!alipe;\ntlurazina\nraM;\ndimtu\nKip-te!!up;\nKurrulJanni;\nLubti;\n(NamalJlJe); Nuzi; Temtena(!); Ulamme; Sillia(we)\nEz.GAL laberu (alter / ehemaliger Palast): Tur!a\nEz ekallu GAL (großer Palast): Nuzi\nb) Tempel (Ez DINGIR, Ez GN)\n_\ns. V. C: Tempel; s. auch VI. A: Stadttore (Al-iläni; Nuzi) und VI B: Sonstige Orte\n(Nuzi)\n417",false
"Barjamovic, Gojko - A Historical Geography of Ancient Anatolia in the Assyrian Colony Period. CNI 38, 2011.pdf",204,"CHAPTER 4: The Lands East of Kaneš\n186\nHittite Hurama (wr. Hurma), like Kaneš, seems linguistically to have belonged to the Nesite-\nspeaking area of Anatolia, based on the name of its main divinity Hantidassu.652 Hurma was\nconquered by one of the earliest kings of Hattusa, and according to the Zalpa Chronicle653 the\ncity was given to the ‘father of the old king’ (i.e. the father of Labarna) by the ‘grandfather of\nthe king’.654 This early governor of Hurma may have become prototype for the office of ‘City\nLord of Hurma’, who played an important role in later history.\n\nHurma remained important city throughout Hittite history, both as an administrative centre\nwith a palace and a ‘seal house’,655 and as a point of focus for an important cult.656 The city\noccurs several times in the ‘Palace Chronicles’, allegedly in relation to events that took place\nduring the life of Hattusili I. The Chronicles contain a cycle of stories about an individual\nnamed Askaliya, whose position as ‘City Lord in Hurma’ or ‘Man of Hurma’ gave him the\npower e.g. to appoint the commander of Ulama.657 Two other individuals named Nunnu and\nSanda, are known to have held the title ‘man of Hurma’ during the Old Hittite kingdom.658\nBoth held jurisdiction and obligations far beyond the territory of their city – in Arzawa and\nHassuwa respectively.659 The ‘City Lord of Hurma’ also had cultic duties; he was in charge of\nthe Spring Festival in Hurma,660 and he was present when the festival was celebrated in the\nnearby town of Sarissa661 under the direction of his colleague, the ‘City Lord of Sarissa’.662\nThe continued importance of the office may be reflected in the presence of the City Lord of\nHurma among the witnesses of important official documents, such as the Ulmi-Tessub treaty\nand the Deed of Sahurunuwa.663\n\nIn his study of the earliest history of the Hittite royal family, Beal also pointed out that\nHurma had been one of the main centres of power under the new regime.664 On the basis of\nhis interpretation of CTH 9 and CTH 13, which both refer to a war against the prince of Par-\nsuhanda, Beal argued that Tawananna, the wife of Labarna, had taken over rule of Hurama\nafter the death of her husband. Furthermore, he suggested that Tawananna used the city as a\npower base in her attempt to reinstate her own dynastic line in place of her nephew Hattusili\nI. Since Tawananna had no sons, the queen had forged an alliance with her son in-law, the\nprince of Parsuhanda.665\n\nThe revolt failed, and the following quote, coming from a text dated to Mursili I, may in\nfact suggest that Tawananna had not been sent to Hurma prior to the revolt. Instead she may\nhave banished there by Hattusili and continued to stir up trouble under Mursili. This would\n652.	 Hittite: ‘The Strongest One’, cf. Laroche 1947: 73; Singer 1981: 124, 128f.\n653.	 CTH 3, KBo 3.38 obv. 19-20. Cf. Otten 1973: 18-19, 40, 55; Corti 2002; 2005.\n654.	 Since the king in Zalpuwa Chronicle was Hattusili I, adopted son of Labarna, the grandfather of the king and the\nfather of the old king were not the same individual. A probable identification of the ‘grandfather’ is Pimpirit or\nHuzziya, cf. Barjamovic, Hertel & Larsen in press, ch. 2. The father of the old king would have been PU-LU-\nGAL-ma For Pimpirit, cf. Otten 1958: 111 (KBo 11.36 (col. iii): 8-12).\n655.	 Palace: KUB 56.56 (col. iv): 6, 20, 23, 27. ‘Seal house’ (É NA4KIŠIB): KBo 3.1 (col. iii): 22.\n656.	 For the early history of Hurma, cf. Forlanini 2007b: 264-266; 269 n. 36 and 278-279.\n657.	 URUHurmi EN-as, LÚ URUHurma. Cf. Dardano 1997: 46-49. Later Askaliya was moved (demoted?) to a position\nof AGRIG in Amkuwa.\n658.	 Dardano 1997: 32-33, 36-37.\n659.	 Dardano 1997. Cf. also Hardy 1941; Archi 1980: 9; Bryce 2003: 47. Sanda of the Palace Chronicle may be the\nsame individual active in the Ursu-text (CTH 7), cf. Beal 2003: 27.\n660.	 KUB 8. 69 obv. 10-13, cf. Dardano 2006: 59-62.\n661.	 KuT 6 (col. i): 13, cf. Wilhelm 1997: 18-19.\n662.	 KuT 1 (col. i): 11, cf. Wilhelm 1997: 18-19.\n663.	 KBo 4.10 rev. 32 (Hattusili III), KUB 26.43 rev. 32 (Tudhaliya IV).\n664.	 Beal 2003: 27 ff.\n665.	 For the role of Parsuhanda during this period, cf. section 5.16.",false
Radau BE 17 1.pdf,90,"FROM THE TEMPLE ARCHIVES OJ!\nNIPPUR.\n77\nbeen published by him, are “records of the handling and the disposition of the taxes\nfrom outlying districts about Nippur after they had been collected!” Clay’s reasons for\ncalling these archives Temple Archives are the following (B. E., XIV, p. 6). The\ntaxes are temple revenues because :\n(1) Payments are made out of the mashsharti shci e^kalli (written fi.GAL),\n‘‘temple stipend” (XV, 47) ; out of the GISH.BAR.GAL Mt-zli, “full tax of the house\nof god” (XV, 37) ; to the ardu and amtu dkalli ( = ,!?.GAL), “male and female temple\nservants,’ (XV, 152 : 15 and 200, III(!) : 9, 38).\n(2) “Priests” (ishshaku), “the temple gateman” (a-bil b&bi bit-a-nu (sic), XV,\n93), “the temple shepherd” (ndqidu shci biti, XIV, 132 : 15), “the singer” (xammdru,\nXIV, 6 : 4) are salaried officers.\n(3) The property handled is spoken of as the possession of the god, cf. VI\n(sic, read I SH d)l gur she’um GISH.BAR.GAL sha ili (XIV, 16 : l), “60 gur of grain\nof the full tax the property of the god. ”\n(4) The temple in t,hese archives is usually called bitinu, “our house,” cf. VI\ngur LXXXIV qa SHE.BL4(!) a-mi-lu-ti sha b5ti-nu, “VI gur LXXXIV pa, wages\nfor the men of our house” (no reference givenz), or simply b^ztu, “house,” cf. ipru\nm&rd btti(-ti), “wages for the sons of the house” (XV, 200, I : 38).\nWith regard to the relation of the Temple to the State, Clay, Le., p. 6, comes\nto the following conclusion :\n“There is little in the documents (i.e., the Temple Archives) to show that the\nrevenues were collected in the interests of the State, or that the king was a bene-\nficiary, unless perhaps tablet No. 26 : 3 of Vol. XV, which reads: sha a-na SHE.RA( !)\nNippurkt iL Ddr-Ku-ri-Gal-xu, “which is for the maintenance of Nippur and DQr-\nNu-ri-Gal-zu.”\nThis statement is made even in view of the fact (Z.C.,\np. 7) that\n“amounts are also paid (XIV, 148), sha si-ri-bi-shu sha sharri, a-na nu-ri sha\nsharri, a-na sharri. ”\nIt was necessary to state Clay’s views about Temple Archives at some length\nhere, because I beg to differ from him upon important points.\nBut before stating\nmy own view with regard to the character and contents of the Temple Archives,\nit seems desirable to add a few words about two terms often occurring in these texts.\nThe chief reasoh why Clay did not recognize the true character and nature of\n’ S H b is an abbreviation of shd-shu = soss = GO, just as mu is abbrpviated Croin mu-nu. For SHcf cf. also B. E.,\nSV, 19 : 20 I 73 : 15 j 149 : 44 I 154 : 45 I 199 : 29, 40, and see the latcr KU = rub& or “prince” among the numbers,\nwhich shows that KU has to be read sh&(shzr).\nBut see B. E., XV, 41 : 3.",false
"Dercksen, J.G. et al. - Veenhof Anniversary Volume. PIHANS 89, 2001.pdf",207,"3\n2\n3\n6\n5\n6\n406\nJ. DE ROOS\n1. linguistic purity, 2. clarity, 3. embellishment, 4. suitability. 19\nDue to our insufficient knowledge of the Hittite language, we can say little about 1, 2 and 4.\nOnly the art of embellishment merits a brief examination here.\nA good speech îs rounded out and enhanced by the use of imagery, figures of speech, a good\nstructure, unexpected contrasts, and other 'extras'. The following stylistic devices which are men-\ntioned in classical rhetoric feature in our speech.\n1. Comparison (similitudo) and metaphor (translatio): like a cow (I,II 14), me, strong cow (I.II\n15), his mother is a serpent (II 10 and 20), the king like a lion (II, 39), let your group be\none, like a pack of wolves (II 46).\n2. 'Turning away' (aversio). The king turns away from the actual audience, addressing Mursilis\n(III 56 ff.) in direct speech and Hastajar (III 65 ff.).\n3. Rhetorical question (interrogatio) tinged with irony: 'How many years have passed and how\nmany have escaped?' (III 44, 45) and other rhetorical questions.\n4. Partitive apposition: `Do not let the country - do not let anyone speak to you' (II 62). The\ncountry is used as totum pro parte for the inhabitants of the country.\n5. Figura etymologica: in II 12 and 13, which can be assumed for the Hittite text on the basis of\nthe Akkadian.\n6. Direct speech. Employed extensively by Hattusilis, even when the speakers themselves are not\npresent. Thus in III 6-16 the absent daughter argues with her father in direct speech.\nBy not making excessive use of artificial devices and by avoiding an overly rigid structure,\nour orator has succeeded in approaching the Platonic ideal: the speech consists of a number of\nparts which together form an organic whole, while at the same time taking human nature into\naccount.\nLeaving aside the question of whether we would be justified in attributing to Hattusilis supe-\nrior wisdom and superior eloquence —qualities which in Cicero's view produce an ideal orator—\nit would be true to say that this speech proves that in the field of rhetoric the Hittites were the\nequal of other peoples.\n3; Leeman 101.\nTHE BECAUSE CLAUSE: PUNISHMENT RATIONALIZATION IN\nMESOPOTAMIAN LAWS\nMartha T. Roth, Chicago\nA largely overlooked structural feature of Mesopotamian law collections and court records con-\nsists of an apparently superfluous clause inserted in the midst of or immediately preceding the\npunishment clause. The inserted clause is introduced by the subordinating conjunction assum\n""because."" I suggest that this assum clause, by restating the essential point of a given case, hints\nat a process of judicial consideration or punishment rationalization. The clause reiterates, some-\ntimes using new language but most often repeating verbatim, the salient point of the offense that\nserves as the rationale for the prescribed penalty. It is a pleasure and an honor to dedicate this brief\ncommunication, intended simply to draw attention to the phenomenon of the assum clause, to\nKlaas Veenhof, who twenty years ago identified yet another use of assum. 1\nThe existence of the assum clause as a structural feature in legal texts has only rarely been\nrecognized in the secondary literature. Driver and Miles found it in four provisions: LH §§ 107,\n136, 194, and 232.2 For them, the clause in LH § 136 (a provision dealing with a husband who\nvoluntarily abandoned his city and, upon returning, attempts to claim his remarried wife) ""gives\nthe substance of the reply which the wife and her new husband are entitled to make and thereby\nrebut the claim to take her back; it gives the reason, which will be pleaded, why this claim fails."" 3\nYaron, too, mentioned the feature in the LH when he compared provisions in the Laws of\nEshnunna with their counterparts in the Laws of Hammurabi, again in the context of LH § 136.\nMost important, in his discussion comparing LE § 30 with LH § 136, Yaron noted the key point\nof the present contribution: that the apodosis is preceded by (or more accurately, has imbedded\nwithin it) ""superfluous words"" 4 which nonetheless succeed in ""setting out the ratio decidendi."" 5\nThe full significance of the clause eluded Yaron, however, who saw the more .prolix LH as a\ndeliberate revision of the LE: ""the rewriting of [LH §1 136 is a clear case of misçorrection: the\nreader is burdened with a text that has grown by two-thirds, but he gets nothing in return for this\nincrease.""6\nThe assum clause appears in the Old Babylonian period in the law collections and royal edicts,\nK.R. Veenhof, ""assum Samas, `By dama§!' and Similar Formulas,"" JCS 30 (1978) 186-88.\nBabylonian Laws 1 (Oxford: 1952) 286-87; Driver and Miles discussed only the clause in § 136.\nBabylonian Laws 1 287.\nYaron Eshnunna 88.\nYaron Eshnunna 90.\nYaron Eshnunna 91. Yaron prefers the LE over the LH for aesthetic literary reasons. For Yaron, the LE\npresents ""outstanding example[s] of brevity"" (Yaron Eshnunna 93) and ""elegant brevity"" (p. 94) while\nthe LH presents ""excess of detail ... likely to occasion difficulties of interpretation"" (p. 93); Yaron\nadmires the style of the LE, as the shorter text lends itself better to what he calls ""mnemotechnic needs""\n(p. 87).",false
Papazan 2005 Dissertation-NEW.pdf,123,"102\nThere remains a major point of distinction between these pyramids and most\nothers. Huni’s and Snefru’s structures were neither intended to be, nor did they\nserve as tombs. Rather, they were sites dedicated to the celebration of the king’s\ncult, in the manner of sun temples, for example.113 But instead of being confined to\na royal necropolis or its environs, Huni spread the royal cult outside the capital\nthrough his innovative practice of building several small pyramids across the\nprovinces. Such a move would have represented a novel approach to true\nnationalization of a royal cult.\nSeidlmayer has suggested that Huni’s cult centers may provide antecedents\nto the late Old Kingdom k|-chapels.114 Such a premise further strengthens the\n\n1986-1987,” Orientalia 57 (1988), p. 336 and pls. 32 and 33, figs. 40 and 41; “Fouilles et\ntravaux en Égypte et au Soudan, 1987-1988,” Orientalia 58 (1989), p. 368. It should be\nnoted here that, just like the Third Dynasty pyramids of Huni, Snefru’s pyramid at Seila was\nnot intended as a burial place; robbers had dug several tunnels inside the pyramid, but no\nburial chamber was discovered. This is not an anomaly, given the nature and purpose of\nthose pyramids, a tradition which Snefru obviously maintained from the reign of his\nimmediate predecessor Huni. Preliminary results from the initial excavations at Seila were\npublished by L. Lesko, “Seila 1981,” JARCE 25 (1988), pp. 215-235, but substantial\nconclusions were not drawn as to the owner of the pyramid and its significance.\n113 S. J. Seidlmayer, in Aspects of Early Egypt, p. 122.\n114 S. J. Seidlmayer, “Die staatliche Anlage der 3. Dyn. in der Nordweststadt von\nElephantine” in Haus und Palast, edited by M. Bietak, pp. 213-214. Seidlmayer’s proposal\nmay indeed be correct, as far as accepting the pyramids as centers for the royal cult, akin to\nthe Fifth and Sixth Dynasty k|-chapels. However, these may not be the oldest such\ninstitutions, as an incised Second Dynasty stone vessel bears the notation h≥w.t-k| Rª-nb(ÚÈ)\n“k|-foundation of [king] Rª-nb(ÚÈ)” (P. Kaplony, Steingefässe mit Inschriften der Frühzeit",false
CAD (N-Z).pdf,3543,"Provisional List of Bibliographical Abbreviations\nGordon\nHand-\nbook\nGordon Smith\nCollege\nGordon\nSumerian\nProverbs\nGossmann Era\nGott. Misz.\nGrant Bus.\nDoc.\nGrant Smith\nCollege\nGray Samas\nGrayson ARI\nGrayson\nBHLT\nGrayson\nChronicles\nGreengus\nIshchali\nGreengus\nStudies\nGuest Notes\non Plants\nGuest Notes\non Trees\nGurney MB\nTexts\nGiiterbock\nSiegel\nHallo Royal\nTitles\nHartmann\nMusik\nHaupt\nNimrodepos\nHaverford\nSymposium\nHecker\nGiessen\nHecker\nGrammatik\nHeimpel\nTierbilder\nHerzfeld API\nHewett An-\nniversary\nVol.\nC. H. Gordon, Ugaritic Handbook\n(= AnOr 25)\nC.\nH.\nGordon,\nSmith College\nTablets\n. . .\n(=\nSmith College\nStudies in History, Vol. 38)\nE. I. Gordon, Sumerian Proverbs\nF. Gbssmann, Das Era-Epos\nGottinger Miszellen: Beitrage zur\nagyptologischen Diskussion\nE. Grant, Babylonian Business\nDocuments of the Classical Period\nE. Grant, Cuneiform Documents in\nthe Smith College Library\nC. D. Gray, The gamag Religious\nTexts . . .\nA. K. Grayson, Assyrian Royal\nInscriptions\nA. K. Grayson, Babylonian Histor-\nical-Literary Texts (= TSTS 3)\nA. K. Grayson, Assyrian and Baby-\nlonian Chronicles (= TCS 5)\nS..Greengus, Old Babylonian Tab-\nlets from Ishchali and Vicinity\nS. Greengus, Studies in Ishchali\nDocuments (= BiMes 19)\nE. Guest, Notes on Plants and\nPlant Products with their Collo-\nquial Names in 'Iraq\nE. Guest, Notes on Trees and\nShrubs for Lower Iraq\nO. R. Gurney, The Middle Baby-\nlonian Legal and Economic Texts\nfrom Ur\nH. G. Gilterbock, Siegel aus Bo-\ngazkoy (= AfO Beiheft 5 and 7)\nW. W. Hallo, Early Mesopotamian\nRoyal Titles (= AOS 43)\nH. Hartmann, Die Musik der su-\nmerischen Kultur\nP. Haupt, Das babylonische Nim-\nrodepos\nE. Grant,\ned.,\nThe Haverford\nSymposium on Archaeology and\nthe Bible\nK. Hecker, Die Keilschrifttexte der\nUniversitatsbibliothek Giessen\nK. Hecker, Grammatik der Kill-\ntepe-Texte (= AnOr 44)\nW. Heimpel, Tierbilder in der\nsumerischen Literatur (= Studia\nPohl 2)\nE.\nHerzfeld,\nAltpersische\nIn-\nschriften\nD. D. Brand and F. E. Harvey,\neds., So Live the Works of Men:\nSeventieth Anniversary Volume\nHonoring Edgar Lee Hewett\nHg.\nlexical series HAR.gud\n= imr\n= ballu, pub. MSL 5-11\nHG\nJ. Kohler et al., Hammurabi's\nGesetz\nHh.\nlexical series HAR.r a = hubullu (Hh.\nI-IV pub. Landsberger, MSL 5;\nHh. V-VII pub. Landsberger,\nMSL 6; Hh. VIII-XII pub. Lands-\nberger, MSL 7; Hh. XIII-XIV,\nXVIII pub. Landsberger, MSL 8;\nHh. XV pub. Landsberger, MSL 9;\nHh. XVI-XVII, XIX pub. Lands-\nberger and Reiner, MSL 10; Hh.\nXX-XXIV\npub.\nLandsberger\nand Reiner, MSL 11)\nHilprecht AV\nHilprecht Anniversary\nVolume.\nStudies in Assyriology and Ar-\nchaeology Dedicated to Hermann\nV. Hilprecht\nHilprecht\nH.\nV. Hilprecht,\nThe Earliest\nDeluge Story\nVersion of the Babylonian Deluge\nStory and the Temple Library of\nNippur\nHinke Kudurru W. J. Hinke, Selected Babylonian\nKudurru\nInscriptions,\nNo.\n5,\npp. 21-27\nHinz AFF\nW. Hinz, Altiranische Funde und\nForschungen\nHirsch\nH. Hirsch, Untersuchungen zur alt-\nUnter-\nassyrischen Religion (= AfO Bei-\nsuchungen\nheft 13/14)\nHoffner\nH. A. Hoffner, Alimenta Hethae-\nAlimenta\norum (= AOS 55)\nHolma\nH. Holma, Kleine Beitrage zum\nKl. Beitr.\nassyrischen Lexikon\n(= AASF\nB 7/2)\nHolma\nH. Holma, Die Namen der Kor-\nKorperteile\nperteile\nim\nAssyrisch-babylo-\nnischen (= AASF B 7)\nHolma Omen\nH. Holma, Omen Texts from Baby-\nTexts\nlonian Tablets in the British\nMuseum ...\nHolma\nH. Holma, Die assyrisch-babylo-\nQuttulu\nnischen Personennamen der Form\nQuttulu (= AASF B 13/2)\nHolma\nH. Holma, Weitere Beitrage zum\nWeitere\nassyrischen Lexikon (= AASF B\nBeitr.\n15/1)\nHrozny Code\nF. Hrozny, Code hittite provenant\nHittite\nde l'Asie Mineure\nHrozny\nF. Hrozny, Das Getreide im alten\nGetreide\nBabylonien . . . (= SAWW Phil.-\nHist. Kl. 173/1)\nHrozny\nF. Hrozny, Inscriptions cuneiformes\nKultepe\ndu Kult6pe (= ICK 1) (= Monogr.\nArOr 14)\nHrozny\nF. Hroznyr, Die Keilschrifttexte von\nTa'annek\nTa'annek, in Sellin Ta'annek\nHS\ntablets in the Hilprecht collection,\nJena\nxi\noi.chicago.edu",false
"AnSt 41, 1991.pdf",242,"PLATE XXXVII\n(a) Sagalassos. Remains of the collapsed east wing of\nthe fountain house.\n(b) Sagalassos. Doric window in the back wall of the\ncentral part of the fountain house.\nlis *-'?\n""::""' **??-,:'.::,;,ji?\n.5911\n'?r 9Yt LU'\n:..-?li\n* ?i?i?i\nt\n?-\n._\n..\nP\na;\n'P"",tIl-;ir rr\n?'i.??\na\nla?l;\ni.*.'C.\n.?* I'\nJ'rib?at~_';t?\n?r *\nC ...iI\nrqp- r'\nCJ4a?7iF:iC`\nCYljL\n*\n'+\n?'?rk*'I'i:p?\n;""?\nr; 1\nEf**;:..\n.*:\n'!IL.FL !I\nrf?\n1 n*\n'"" ' ?\n(c) Sagalassos. Actual view of the fountain house, with its protective metal frame.",false
"AnSt 51, 2001.pdf",136,"Anatolian Studies 2001\n+\n+\n+ +-\n+\n4-\n+\n+\n+\n+\n4-\n+\n+\n4-\n+\nch\n+\n+\n+\n+\n+\n4-\n4-\n+\n4-\n4-\nCistern\n,,'<\;^_.\nTemple tomb 2\nStreet of tombs\n4-\n+\n,.pl~--""~_~f_~_/\nTemple tomb 1\nNortheast\ngate\n4-\nTemple\n'j\n+\n-+\n4-\n4-\n4-\n+\n+\n-F\nResidential\narea\n+\n+\n+\n+\n4-\n+\n0\n25\n50\n100m\n+\n+4\n4-\n4-\n+-\n+\n4-\n+-\n4-\n4-\n+\n+\n+\nL\n+\n4-\n+\n+\n+-\n+\n+\n+\n- Residential\narea\nAgora\nChurch\n+\nCistern\nCistern\nCistern\n?\n+\n+\nFig 1. Topographical map of Melli\n134\n. Road\n+\n+\n+-\n+\n1-\n+\n+\n+\nCity wall, s\n4\n4-\n4-\n4-\n+\n4-\n+\n4r\n+\n+\n4-\n4-\n4--\n+\n+\n4-\n+\n+4-\n4-\n4-\n4-\n+-\n4-\n+\n+\n+\n-h\n+\n+\n+\n4-\n+\n+\n+\n4-\n-4-\n4-\n4-1\n+\n+\n+\n+\n4-\n4--\n4-\n4-\n+\n+\n4-",false
